2022-01-24 12:01:484 INFO  ManageDriver :33 - Launching Chrome Browser
2022-01-24 20:01:274 INFO  InventoryItemPage :47 - Click on add to cart:- [[ChromeDriver: chrome on WINDOWS (69cc364f139a3119bdeeae6d36aedd8d)] -> xpath: //button[@id='add-to-cart-sauce-labs-fleece-jacket']]
2022-01-24 20:01:358 INFO  InventoryItemPage :65 - Click on shopping cart:- [[ChromeDriver: chrome on WINDOWS (69cc364f139a3119bdeeae6d36aedd8d)] -> xpath: //div[@id='shopping_cart_container']//a]
2022-01-24 20:01:466 INFO  CartPage :27 - Click on check out button:- [[ChromeDriver: chrome on WINDOWS (69cc364f139a3119bdeeae6d36aedd8d)] -> xpath: //button[@id='checkout']]
2022-01-24 20:01:604 INFO  CheckOutStepOnePage :38 - Send first name:- [[ChromeDriver: chrome on WINDOWS (69cc364f139a3119bdeeae6d36aedd8d)] -> css selector: #first-name]
2022-01-24 20:01:742 INFO  CheckOutStepOnePage :44 - Send last name:- [[ChromeDriver: chrome on WINDOWS (69cc364f139a3119bdeeae6d36aedd8d)] -> css selector: #last-name]
2022-01-24 20:01:876 INFO  CheckOutStepOnePage :50 - Send last name:- [[ChromeDriver: chrome on WINDOWS (69cc364f139a3119bdeeae6d36aedd8d)] -> css selector: #postal-code]
2022-01-24 20:01:988 INFO  CheckOutStepOnePage :56 - Click on continue button:- [[ChromeDriver: chrome on WINDOWS (69cc364f139a3119bdeeae6d36aedd8d)] -> xpath: //input[@id='continue']]
2022-01-24 20:01:96 INFO  CheckOutStepTwoPage :27 - Click on finish button:- [[ChromeDriver: chrome on WINDOWS (69cc364f139a3119bdeeae6d36aedd8d)] -> xpath: //button[@id='finish']]
2022-01-24 20:01:455 INFO  ManageDriver :33 - Launching Chrome Browser
2022-01-24 20:01:242 INFO  HomePage :39 - Enter user name and password:- standard_usersecret_sauce
2022-01-24 20:01:488 INFO  HomePage :44 - Click on login button:- [[ChromeDriver: chrome on WINDOWS (d5116c221beb3261dde191340d578c02)] -> id: login-button]
2022-01-24 20:01:193 INFO  InventoryPage :39 - Select from the drop down menu:- Price (high to low)
2022-01-24 20:01:349 INFO  InventoryPage :44 - Select the cheapest item:- [[ChromeDriver: chrome on WINDOWS (d5116c221beb3261dde191340d578c02)] -> link text: Sauce Labs Onesie]
2022-01-24 20:01:477 INFO  InventoryItemPage :42 - Click on add to cart:- [[ChromeDriver: chrome on WINDOWS (d5116c221beb3261dde191340d578c02)] -> xpath: //button[@id='add-to-cart-sauce-labs-onesie']]
2022-01-24 20:01:650 INFO  InventoryItemPage :60 - Click on back to products:- [[ChromeDriver: chrome on WINDOWS (d5116c221beb3261dde191340d578c02)] -> xpath: //button[@id='back-to-products']]
2022-01-24 20:01:142 INFO  InventoryPage :39 - Select from the drop down menu:- Price (high to low)
2022-01-24 20:01:221 INFO  InventoryPage :49 - Select the costliest item:- [[ChromeDriver: chrome on WINDOWS (d5116c221beb3261dde191340d578c02)] -> link text: Sauce Labs Fleece Jacket]
2022-01-24 20:01:327 INFO  InventoryItemPage :47 - Click on add to cart:- [[ChromeDriver: chrome on WINDOWS (d5116c221beb3261dde191340d578c02)] -> xpath: //button[@id='add-to-cart-sauce-labs-fleece-jacket']]
2022-01-24 20:01:418 INFO  InventoryItemPage :65 - Click on shopping cart:- [[ChromeDriver: chrome on WINDOWS (d5116c221beb3261dde191340d578c02)] -> xpath: //div[@id='shopping_cart_container']//a]
2022-01-24 20:01:502 INFO  CartPage :27 - Click on check out button:- [[ChromeDriver: chrome on WINDOWS (d5116c221beb3261dde191340d578c02)] -> xpath: //button[@id='checkout']]
2022-01-24 20:01:650 INFO  CheckOutStepOnePage :38 - Send first name:- [[ChromeDriver: chrome on WINDOWS (d5116c221beb3261dde191340d578c02)] -> css selector: #first-name]
2022-01-24 20:01:784 INFO  CheckOutStepOnePage :44 - Send last name:- [[ChromeDriver: chrome on WINDOWS (d5116c221beb3261dde191340d578c02)] -> css selector: #last-name]
2022-01-24 20:01:906 INFO  CheckOutStepOnePage :50 - Send last name:- [[ChromeDriver: chrome on WINDOWS (d5116c221beb3261dde191340d578c02)] -> css selector: #postal-code]
2022-01-24 20:01:22 INFO  CheckOutStepOnePage :56 - Click on continue button:- [[ChromeDriver: chrome on WINDOWS (d5116c221beb3261dde191340d578c02)] -> xpath: //input[@id='continue']]
2022-01-24 20:01:136 INFO  CheckOutStepTwoPage :27 - Click on finish button:- [[ChromeDriver: chrome on WINDOWS (d5116c221beb3261dde191340d578c02)] -> xpath: //button[@id='finish']]
